Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
21.1,17.1,0.22,18.44,3.44,33.3,558.40
22.2,6.4,0.15,18.84,4.02,31.1,593.80
20.6,0,0.09,19.12,4.46,31.7,553.40
22.2,2.6,0.15,18.84,4.02,28.9,549.20
21.1,18,0.21,18.43,3.54,33.3,554.10
22.2,16.4,0.18,18.33,3.63,34.4,517.30
21.1,0,0.15,18.39,3.67,33.3,524.40
20.0,0,0.21,17.92,3.60,33.3,493.20
22.2,0,0.18,17.79,4.14,34.4,462.70
20.0,0,0.23,17.69,3.46,32.2,451.40
21.7,0,0.17,17.73,3.77,32.8,446.40
22.2,1.2,0.18,17.66,3.79,35.6,449.30
23.3,42.4,0.20,17.50,3.57,34.4,474.80
21.1,2.4,0.20,17.27,3.75,32.2,523.00
21.1,0.2,0.15,17.34,4.07,28.9,464.90
20.0,0.2,0.20,17.13,3.51,31.1,406.00
22.2,4.3,0.17,16.90,3.74,28.9,351.50
17.8,0,0.10,16.94,3.94,32.2,327.40
18.9,5,0.12,16.66,4.03,31.1,301.60
18.9,30.6,0.11,16.35,4.23,31.7,292.00
17.8,2.5,0.11,16.53,4.25,31.1,284.00
15.6,0.5,0.16,15.91,4.02,32.2,295.40
15.6,0,0.11,16.10,3.91,32.2,290.20
15.6,5.2,0.11,16.54,4.28,32.2,264.70
16.7,35.1,0.14,16.36,3.46,32.8,254.50
16.7,2.6,0.13,15.81,3.54,33.3,237.00
17.2,3.4,0.14,14.99,2.99,32.2,233.60
17.2,1,0.23,8.77,3.02,31.1,225.60
17.8,0.7,0.20,13.57,3.67,32.2,216.60
17.8,0.5,0.42,2.80,5.12,31.1,214.30
16.7,11.2,0.47,5.27,4.84,31.7,205.40
16.7,0,0.31,12.67,3.28,30.6,203.20
15.6,2.2,0.22,15.21,3.24,31.1,191.30
14.4,2.8,0.11,15.55,3.67,31.1,195.20
14.4,0,0.12,15.51,3.29,32.2,196.90
13.3,0,0.12,15.35,3.25,31.1,191.30
15.6,0,0.11,15.29,3.44,31.1,194.30
15.6,0,0.07,14.39,3.73,30.0,191.80
16.7,0,0.08,15.29,4.16,30.0,186.20
16.7,11.7,0.10,15.15,3.66,32.2,185.40
15.6,1,0.09,15.02,3.94,32.2,175.60
14.4,0,0.12,14.90,3.39,33.3,165.80
13.3,1.9,0.14,14.61,3.28,32.2,178.60
13.3,0,0.11,14.52,3.59,28.9,178.10
12.2,0,0.13,14.06,3.70,31.1,162.40
16.7,0,0.20,11.32,4.63,31.1,162.80
15.6,0,0.17,10.55,4.44,30.0,156.50
16.7,0,0.19,13.43,4.15,27.8,161.60
15.6,0,0.15,13.00,4.02,30.0,157.70
14.4,0,0.19,14.02,4.12,27.8,158.20
14.4,0,0.19,13.71,3.67,23.3,157.30
15.6,0,0.20,12.98,3.78,24.4,150.10
14.4,0,0.41,11.79,3.28,28.9,150.50
14.4,0,0.29,12.78,3.77,31.1,147.50
15.6,0,0.18,13.55,2.93,27.8,146.30
15.6,0,0.32,12.78,4.04,29.4,142.90
15.6,0,0.26,7.63,4.75,31.1,142.30
15.6,0,0.26,12.80,3.42,33.3,147.50
14.4,0,0.58,5.37,5.53,34.4,150.10
15.6,0,0.37,12.01,3.58,32.2,145.40
14.4,0,0.22,13.26,3.60,31.1,140.40
13.3,0,0.26,10.16,2.87,32.2,141.60
14.4,0,0.26,13.01,3.93,31.1,136.50
11.1,0,0.22,13.27,3.76,24.4,136.10
12.2,0,0.17,13.45,3.65,26.7,136.10
13.3,0,0.20,13.52,3.31,25.6,134.80
11.1,0,0.20,12.28,3.97,24.4,135.60
11.1,0,0.17,13.47,3.77,25.6,134.40
12.2,0,0.18,13.57,3.18,23.3,131.80
11.1,0,0.19,7.54,2.77,22.2,130.10
10.0,0,0.27,6.26,3.73,17.8,125.60
10.0,0,0.28,13.66,3.30,21.1,124.10
11.1,0,0.29,12.64,3.19,24.4,120.70
12.2,0,0.25,12.76,3.54,23.3,118.50
12.2,0,0.29,0.06,3.76,23.3,118.50
12.2,0,0.23,12.59,3.09,23.3,121.60
7.8,0,0.12,13.70,3.62,23.3,115.10
7.8,0,0.12,13.81,3.60,25.6,119.60
6.7,0,0.15,12.16,2.85,24.4,108.80
7.8,0,0.25,6.62,3.42,25.6,110.50
8.9,0,0.16,13.17,4.11,24.4,113.40
8.9,0,0.16,13.85,3.69,24.4,114.50
8.9,0,0.25,13.67,3.76,23.3,113.70
8.9,0,0.35,13.68,3.52,25.6,110.30
10.0,0,0.33,13.49,3.07,27.8,108.00
10.0,0,0.36,13.49,3.48,23.3,109.70
11.1,0,0.28,13.26,3.62,26.7,106.00
13.3,0,0.21,13.76,4.69,25.6,106.60
10.0,0,0.18,14.33,3.70,26.7,106.90
8.9,0,0.23,13.72,3.72,25.6,106.90
10.0,0,0.22,12.06,4.41,25.6,107.10
10.0,0,0.55,7.53,4.28,23.3,109.40
8.9,0,0.29,14.14,3.19,25.6,109.40
10.0,0,0.22,12.93,3.31,27.8,108.00
12.2,3.4,0.37,10.70,2.93,26.7,108.00
8.9,3,0.69,2.36,3.76,25.6,106.00
10.0,0,0.75,1.76,3.73,23.3,108.30
8.9,0,0.85,0.80,2.57,16.7,110.30
10.0,0,0.47,14.75,2.50,17.8,108.60
8.9,0,0.35,13.61,3.34,16.7,105.70
8.9,0,0.38,9.90,3.45,17.8,103.70
7.8,0,0.22,15.48,4.52,22.2,102.90
10.0,0,0.29,12.84,3.18,23.3,103.70
7.8,0,0.29,12.83,3.29,21.1,103.70
6.7,0,0.57,10.03,3.71,20.0,103.20
6.7,0,0.63,4.49,2.98,22.2,102.30
6.7,0,0.33,14.51,3.36,23.3,102.60
5.6,0,0.25,16.75,3.77,20.0,102.90
4.4,0,0.25,16.53,4.02,16.7,103.20
4.4,0,0.24,16.49,3.80,17.8,102.60
5.6,0,0.21,16.76,3.60,20.0,102.90
5.6,0,0.27,17.10,3.59,21.2,103.20
6.7,0,0.23,17.17,3.45,20.0,102.30
4.4,0,0.36,15.34,3.56,20.0,105.40
5.6,0,0.52,8.29,4.62,20.0,102.30
5.6,0,0.40,5.68,4.02,23.3,102.90
3.3,0,0.31,17.32,4.14,23.3,103.70
5.6,4.6,0.26,17.63,3.96,21.2,106.00
5.6,0,0.22,17.54,3.90,17.8,105.20
5.6,0,0.21,17.87,4.22,23.3,102.60
5.6,0,0.25,18.03,4.02,23.3,103.20
6.7,0,0.23,18.04,3.71,23.3,104.30
7.2,0,0.24,14.64,3.76,24.4,101.20
7.8,4.6,0.30,12.79,5.69,23.3,101.50
8.9,0,0.16,18.37,5.27,23.3,100.30
8.9,0,0.15,18.91,4.98,20.0,100.90
7.8,0,0.12,19.35,4.75,21.2,87.00
10.0,0,0.23,18.82,4.54,23.3,91.00
10.0,0,0.11,19.54,4.65,24.4,95.50
12.2,0,0.17,19.75,4.48,26.7,93.30
10.0,0,0.08,19.76,4.39,24.4,95.80
7.8,0,0.09,19.62,5.21,21.1,95.20
8.9,0,0.18,17.03,5.94,22.2,88.70
10.0,0,0.10,19.87,5.53,21.1,89.00
10.0,0,0.08,20.50,4.98,17.8,100.30
7.8,0,0.07,21.07,5.02,21.1,119.90
5.6,0,0.09,20.83,5.23,13.3,115.10
5.6,0,0.06,21.31,5.02,18.9,102.60
5.6,0,0.04,21.63,4.91,17.8,96.90
5.6,0,0.09,21.12,5.47,18.9,90.40
5.6,0,0.11,20.60,5.51,21.1,94.40
6.7,0,0.11,21.48,4.39,20.0,92.70
6.7,0,0.20,20.79,2.70,17.8,96.70
5.6,0,0.30,20.76,3.25,13.3,99.80
4.4,0,0.16,21.07,4.80,12.2,97.50
4.4,0,0.14,21.43,4.84,17.8,92.40
5.6,0,0.17,21.39,5.58,21.1,93.50
4.4,0,0.12,22.10,5.25,22.2,92.40
4.4,0,0.12,22.10,5.39,22.2,90.10
5.6,0,0.14,22.23,5.33,21.1,80.20
5.6,0,0.12,22.54,5.09,22.2,87.30
5.6,0.5,0.06,23.02,5.58,22.2,91.00
6.7,0,0.11,22.78,5.45,23.3,94.40
13.3,0,0.13,23.10,4.83,24.4,91.00
5.6,0,0.11,22.81,5.47,22.2,92.70
8.9,0,0.11,22.43,5.94,25.6,91.30
5.6,22.6,0.18,15.14,6.29,22.2,89.00
6.7,0,0.15,19.56,5.76,23.9,90.70
8.9,0,0.16,14.14,4.81,25.6,91.30
7.8,0,0.09,24.23,3.93,26.7,87.60
11.1,20,0.10,24.20,3.94,24.4,84.20
5.6,40.9,0.10,24.15,4.41,22.2,90.10
8.9,20.2,0.09,24.25,5.57,24.4,88.70
10.0,0,0.11,24.37,5.44,25.6,88.20
10.0,0,0.12,24.58,4.95,26.7,89.00
10.0,1.3,0.11,24.67,5.17,25.6,89.60
8.9,0,0.12,22.66,5.18,26.7,91.00
10.0,0,0.13,20.02,5.65,28.9,90.40
10.0,0.7,0.13,23.65,5.38,29.4,86.70
12.2,23.3,0.12,25.21,5.54,30.0,90.70
13.3,7.2,0.10,23.32,5.29,31.1,89.00
12.2,0,0.17,24.52,4.67,30.0,91.00
11.1,0,0.12,24.91,5.63,31.1,89.90
10.0,0,0.14,24.18,4.92,28.9,97.20
10.0,0,0.13,21.88,5.46,28.9,93.00
11.1,0,0.12,22.60,4.81,28.9,91.30
11.1,0,0.09,26.04,5.55,30.0,88.20
11.1,0,0.12,25.76,6.54,30.0,87.30
11.7,0,0.13,23.42,6.34,30.0,89.90
12.2,0.6,0.11,25.50,6.09,30.6,91.00
13.3,0,0.08,26.72,5.54,33.3,87.90
14.4,0,0.09,25.55,5.57,31.1,92.70
15.6,0,0.17,16.73,4.77,27.8,91.60
16.7,0,0.13,27.21,4.74,30.0,91.80
14.4,0,0.09,27.42,4.70,31.1,99.80
15.6,0,0.10,26.04,4.74,32.2,105.20
14.4,0,0.15,24.94,4.99,33.3,103.70
16.7,0,0.30,17.52,4.05,33.3,94.10
16.7,2.5,0.19,24.49,3.87,34.4,91.30
17.8,0,0.23,26.60,2.94,35.6,98.40
16.7,0,0.19,27.55,3.64,36.7,121.60
17.8,0,0.25,26.93,3.81,35.6,121.60
15.6,0,0.19,26.66,4.41,34.4,125.00
15.6,0,0.20,20.89,5.26,35.6,127.00
16.7,0,0.38,7.35,6.64,33.3,125.90
15.6,0,0.57,9.13,5.15,32.2,130.50
16.7,0,0.36,22.65,4.61,34.4,128.80
15.6,0,0.19,28.60,4.34,32.2,128.00
16.7,0,0.16,28.47,5.32,31.1,101.50
16.7,0,0.13,28.60,5.13,31.7,103.20
16.7,0,0.13,29.02,4.63,32.2,106.60
17.8,0,0.09,29.59,4.47,33.3,110.30
17.8,0,0.12,29.02,4.14,33.3,118.80
17.8,0,0.11,28.02,5.08,33.9,104.30
18.9,0,0.15,27.70,5.81,34.4,115.40
20.0,0,0.12,29.27,5.22,33.3,118.50
20.0,0,0.11,29.47,5.14,35.6,127.60
20.6,0,0.11,28.84,5.03,36.7,136.50
20.0,0,0.13,29.26,5.21,36.7,140.70
21.1,0,0.09,29.59,5.23,36.1,115.40
21.1,0,0.13,28.99,4.73,35.6,139.90
20.0,0,0.13,29.18,5.09,36.7,143.30
21.0,0,0.14,28.39,5.42,35.6,145.80
20.0,0,0.18,28.94,5.18,36.7,145.00
22.2,0,0.10,29.59,5.30,37.8,156.00
21.1,0,0.07,30.09,4.85,37.8,124.80
22.2,0,0.07,30.33,4.81,37.8,124.40
22.2,0,0.11,30.13,4.58,38.3,119.00
22.2,0,0.20,27.05,4.42,38.9,113.90
21.1,0,0.23,27.60,3.32,38.9,113.40
22.2,0,0.17,28.45,4.95,40.0,116.80
21.1,0,0.17,28.81,4.29,36.7,131.80
21.7,0,0.16,27.58,5.25,37.8,122.40
22.8,0,0.17,29.13,5.17,39.4,123.90
23.3,0,0.13,30.47,4.51,38.9,154.30
22.2,0,0.12,30.35,4.67,36.7,158.20
21.1,0,0.14,29.23,5.60,35.6,151.80
16.7,0,0.13,26.20,5.29,31.1,153.10
15.6,0,0.14,27.87,5.52,32.2,138.60
17.8,0,0.12,29.76,5.87,34.4,131.40
15.6,0,0.11,28.94,5.29,32.2,134.40
17.8,0,0.15,28.53,3.49,34.4,148.80
14.4,0,0.21,27.60,3.98,30.0,148.80
16.7,0,0.27,28.39,3.86,23.3,162.00
12.2,0,0.17,29.25,4.32,16.7,162.40
13.3,0,0.18,28.15,3.21,27.8,125.00
14.4,0,0.20,28.89,4.10,28.9,132.20
16.7,0,0.20,28.59,3.62,32.2,133.10
17.8,2.9,0.20,29.57,3.51,33.3,139.00
20.0,0,0.28,29.16,2.93,35.6,143.70
21.1,0,0.39,29.02,2.75,36.7,140.70
22.2,0,0.36,24.98,2.85,37.8,141.20
20.0,0,0.41,27.83,2.69,37.8,142.00
21.1,0,0.59,25.17,2.29,38.9,156.50
22.2,0,0.58,27.86,2.40,40.0,157.30
22.2,0,0.56,25.96,3.48,40.0,156.90
24.4,0,0.47,26.03,2.58,40.6,179.40
22.2,0,0.37,28.71,3.82,40.6,233.60
21.1,0,0.26,29.05,4.23,41.1,252.80
23.3,0,0.24,28.93,3.94,41.1,325.40
24.4,0.2,0.28,28.04,3.21,42.2,352.90
25.0,3,0.25,29.09,3.59,42.8,370.60
25.6,0,0.27,27.44,3.40,41.1,365.60
25.6,0,0.23,29.17,4.42,42.2,454.90
26.7,0,0.18,29.65,3.88,43.3,474.10
25.0,0,0.20,29.69,4.26,41.7,452.10
25.6,1.8,0.23,29.34,4.32,42.2,448.60
16.7,9.5,0.22,29.29,3.62,38.9,355.70
21.1,21.3,0.22,28.72,4.09,36.7,277.20
22.2,22.2,0.32,22.78,3.03,36.7,296.50
22.2,4,0.43,27.49,2.40,35.6,286.30
20.0,0,0.59,26.02,2.34,30.0,290.80
22.2,0,0.49,27.05,2.37,35.6,274.40
23.3,0,0.36,27.77,3.43,36.7,275.50
25.6,0,0.41,27.41,2.77,37.8,341.60
24.4,0,0.39,27.46,3.60,38.9,389.00
24.4,0,0.30,28.42,3.92,37.8,363.50
24.4,0,0.31,28.15,4.06,38.9,330.90
25.6,0,0.34,27.97,2.62,39.4,325.40
25.6,0,0.38,26.82,2.56,40.0,306.70
24.4,0,0.37,27.44,2.58,38.3,313.50
20.0,0,0.32,28.32,3.29,36.7,384.10
22.2,0,0.34,27.36,3.13,35.6,330.90
21.1,0,0.27,28.47,3.43,33.3,233.60
21.1,0,0.18,28.79,4.78,32.2,217.10
14.4,0,0.20,28.30,4.98,36.7,235.80
17.8,0,0.21,28.32,4.18,33.3,261.90
22.2,0,0.19,28.32,4.97,36.3,437.90
23.3,0,0.18,28.47,3.92,36.7,380.50
21.1,0,0.22,26.80,3.18,32.2,583.90
23.3,0,0.27,26.66,2.40,36.7,653.30
21.1,22,0.38,27.62,2.83,32.2,695.90
21.1,5,0.52,25.83,2.22,34.4,729.90
22.2,0,0.50,25.63,2.53,33.3,758.20
21.1,0,0.66,25.54,2.63,33.3,757.50
23.3,3.7,0.55,25.47,2.52,34.4,711.50
24.4,2,0.54,24.87,2.32,33.3,625.70
21.1,0,0.54,25.67,2.62,33.3,518.00
21.1,0,0.38,25.77,2.90,34.4,614.40
20.0,0,0.54,23.87,2.67,32.2,459.20
21.1,0,0.69,10.69,1.37,32.2,401.80
21.1,0,0.60,26.33,1.91,34.4,354.30
18.9,0,0.75,24.85,1.99,35.6,310.10
21.1,0,0.71,16.14,2.12,35.6,324.80
23.3,0,0.70,19.75,2.33,36.7,413.80
24.4,0,0.70,10.17,1.81,36.7,494.60
24.4,12.9,0.71,26.06,2.27,37.8,584.60
24.4,0,0.62,23.80,2.27,37.8,650.50
22.2,0,0.53,25.53,2.59,34.4,695.90
23.3,0,0.60,19.36,1.66,34.4,724.90
23.3,36,0.70,25.88,1.82,33.3,756.80
23.3,0.2,0.78,22.72,1.85,34.4,732.00
21.1,0,0.77,23.40,1.66,32.2,712.90
21.1,0,0.80,22.44,2.35,26.7,723.50
22.2,19.5,0.75,11.28,1.87,32.2,615.80
23.3,0,0.75,15.75,1.85,33.3,569.70
24.4,29.4,0.71,25.19,2.56,34.4,566.90
22.2,13.5,0.74,6.27,2.57,32.2,533.60
21.1,0,0.54,24.62,2.58,33.3,574.00
23.3,0,0.54,22.52,2.16,33.3,595.20
22.2,0.5,0.59,22.17,2.59,34.4,593.10
23.3,0,0.73,3.89,2.27,33.3,606.60
21.1,1.5,0.77,3.25,2.45,34.4,598.10
23.3,0,0.58,23.42,2.66,33.3,600.20
20.0,11.4,0.41,25.29,3.65,32.2,561.20
20.0,0,0.48,24.85,2.82,34.4,503.10
21.1,8.9,0.47,24.53,2.92,35.6,499.60
22.2,0,0.46,24.60,2.70,35.6,495.30
22.2,0,0.43,24.30,3.25,36.7,416.00
22.2,1.3,0.37,24.49,2.98,35.6,450.70
23.3,0,0.32,24.55,3.66,33.9,560.50
23.3,0,0.30,24.85,3.76,33.3,658.30
22.2,0,0.29,24.79,3.53,32.2,687.40
22.2,17.9,0.32,24.33,3.24,30.0,853.90
23.3,0,0.28,24.28,3.33,32.2,744.80
22.2,2.7,0.25,24.52,3.48,31.7,790.10
23.3,23.2,0.25,24.26,3.34,32.2,696.60
22.2,35,0.29,23.87,2.92,32.2,689.50
21.1,97.5,0.43,23.21,2.34,28.9,674.60
20.0,1.5,0.50,22.77,2.10,23.3,581.10
22.2,0,0.42,23.06,3.03,34.4,566.90
23.3,0,0.49,22.71,2.61,33.3,661.10
21.1,1.5,0.75,20.26,2.46,31.1,788.70
23.3,13.4,0.58,16.80,2.47,33.3,796.50
23.9,0,0.64,21.20,2.59,31.7,775.90
23.3,0,0.52,22.00,2.78,31.1,683.10
22.8,0,0.42,21.60,3.51,33.9,708.60
22.8,0,0.28,22.33,3.65,33.9,675.30
21.1,0,0.27,22.03,3.23,32.2,620.00
22.6,1,0.27,21.90,3.31,34.4,647.00
22.2,0,0.46,9.44,1.95,33.3,690.90
21.1,0,0.29,21.48,3.69,34.4,710.70
22.2,0,0.16,22.36,3.92,31.1,734.80
20.0,0,0.15,22.06,3.83,28.9,803.60
21.1,0.5,0.17,21.15,3.56,31.1,704.40
22.2,0,0.19,21.30,3.58,33.9,647.70
21.1,0,0.23,16.50,3.57,33.3,600.20
22.2,33.2,0.25,19.37,3.42,33.9,593.80
21.1,5.5,0.22,20.66,3.13,35.6,608.00
22.2,0,0.23,19.50,3.00,28.9,568.30
21.1,22,0.64,9.77,2.90,27.8,545.60
21.1,0,0.86,0.78,3.01,27.2,513.00
22.2,0.9,0.65,18.58,2.11,33.3,504.50
21.2,38,0.42,19.95,3.25,34.4,472.60
22.2,55.6,0.33,19.80,3.07,35.0,435.10
23.2,0,0.22,20.34,4.16,35.6,418.10
22.2,16.1,0.19,20.24,4.21,35.0,406.70
21.1,6.8,0.42,18.61,2.90,35.0,375.60
22.2,0,0.45,14.23,3.30,34.4,335.20
20.0,0,0.77,2.77,3.27,35.6,329.50
18.9,0,0.42,12.07,3.20,34.4,331.60
21.1,2,0.30,12.83,3.90,34.4,327.40
22.2,2,0.31,19.13,3.42,35.6,329.50
21.1,28.8,0.29,19.24,3.68,34.4,332.30
22.2,0,0.24,19.11,3.71,35.6,339.40
21.1,0,0.21,18.96,3.94,35.6,361.40
23.3,66,0.17,18.62,4.21,35.6,389.00
22.2,1,0.18,18.61,4.38,33.3,399.00
21.1,52,0.15,18.28,4.36,34.4,409.60
23.3,0,0.16,18.22,4.76,33.3,396.80
24.4,0,0.20,18.54,3.64,34.4,381.20
21.1,0,0.18,18.15,4.17,30.0,392.60
20.0,0,0.19,17.76,3.79,25.6,386.20
20.0,17.3,0.22,17.78,3.48,27.8,329.50
20.0,1.4,0.26,17.10,4.29,32.2,301.60
18.9,9.3,0.23,16.96,3.93,31.7,302.20
20.0,3.4,0.22,16.72,3.96,32.2,291.40
20.0,0,0.28,16.40,3.69,33.3,284.00
21.1,0,0.18,17.26,3.87,33.3,269.30
20.0,0,0.18,17.17,3.83,33.9,263.00
20.0,0,0.14,17.33,3.54,32.2,246.00
17.8,2.5,0.13,17.22,4.25,33.3,214.90
17.8,0,0.20,16.90,3.80,33.3,209.60
16.7,0,0.21,16.94,3.40,33.3,191.30
17.8,0,0.21,16.70,3.50,33.3,204.10
17.8,0,0.13,16.80,3.72,34.4,198.60
17.8,0,0.13,16.86,3.97,28.9,198.10
20.0,0,0.12,16.63,3.74,32.2,189.60
22.2,0,0.15,16.22,4.12,32.2,190.10
18.9,0,0.17,15.98,3.98,27.8,205.80
17.8,0,0.17,15.54,4.13,24.4,257.40
17.8,0,0.20,15.18,4.20,27.8,211.70
18.9,0,0.23,15.13,4.78,31.1,183.20
17.8,0,0.15,15.55,4.17,31.1,176.00
18.3,0,0.13,15.61,4.22,32.2,164.50
18.9,2,0.11,15.54,3.43,31.1,161.60
14.4,10.7,0.12,14.74,3.01,31.1,158.60
15.6,14.6,0.16,14.85,4.18,30.0,162.00
12.2,0,0.18,15.03,4.06,23.3,206.60
13.3,0,0.15,14.82,3.70,24.4,241.50
13.3,0,0.22,14.18,3.88,25.6,181.50
11.1,0,0.22,13.76,3.99,23.3,177.70
12.2,0.3,0.23,14.02,3.86,25.6,173.90
14.4,0,0.23,14.41,3.48,27.8,170.10
14.4,0,0.27,13.83,3.48,28.9,171.80
15.0,0,0.24,13.18,3.83,29.4,163.30
13.3,0,0.23,13.64,4.27,27.8,166.20
13.3,0,0.20,14.15,3.40,28.9,147.50
14.4,0,0.22,9.59,3.75,28.9,143.70
15.6,0,0.29,7.29,3.84,30.6,142.90
13.3,0,0.17,11.58,4.89,27.8,140.70
13.3,0.5,0.09,14.07,3.80,26.7,143.30
13.3,0,0.11,14.13,3.96,28.3,157.70
15.6,0,0.11,13.72,4.23,27.8,141.20
13.3,16.9,0.11,14.17,3.54,27.8,139.90
13.3,15.6,0.12,14.11,3.17,26.7,144.10
12.2,1.2,0.20,11.59,2.82,25.6,139.00
12.2,0,0.13,13.78,3.38,27.8,142.00
11.7,0,0.11,13.85,3.97,27.8,136.10
11.1,0,0.13,13.90,3.56,26.7,139.50
12.2,0,0.20,13.15,2.84,26.7,137.30
11.1,5.5,0.13,13.57,3.50,27.2,136.10
12.2,1.2,0.15,13.36,3.64,26.7,135.20
11.7,70.4,0.16,13.50,4.16,27.8,134.80
12.2,0,0.15,13.49,4.18,27.8,136.90
12.2,1.7,0.15,13.36,3.86,28.9,133.50
11.7,0,0.18,13.42,3.39,27.8,133.10
12.2,0,0.13,13.62,3.09,27.8,132.70
12.2,0,0.32,12.38,4.58,26.7,126.70
12.2,0,0.38,3.72,4.35,26.7,126.40
10.0,0,0.24,11.26,3.95,25.6,113.10
12.2,0,0.20,12.97,3.73,26.7,105.20
12.2,0,0.14,13.37,3.62,26.7,99.80
10.0,0,0.17,13.34,3.48,25.6,111.70
10.0,0,0.07,13.67,4.33,26.7,117.30
12.2,0,0.18,13.90,2.93,25.6,103.20
12.2,0,0.28,8.71,1.91,23.3,107.10
12.2,0,0.33,12.00,2.41,25.6,103.70
11.1,0,0.17,12.58,2.48,28.9,104.00
10.0,0,0.20,10.42,2.57,27.8,102.60
13.3,0,0.72,0.01,4.64,26.7,95.20
10.0,0,0.38,11.37,3.45,27.8,107.70
10.0,0,0.22,12.24,2.83,26.7,104.00
10.0,0,0.28,8.60,2.60,24.4,101.50
11.1,0,0.17,13.16,3.08,23.3,103.20
12.2,0,0.19,11.40,3.03,24.4,100.30
11.1,0,0.13,13.81,3.47,25.6,93.80
12.2,0,0.15,14.01,3.45,24.4,95.20
12.2,0,0.15,13.98,3.64,22.2,94.10
10.0,0,0.22,9.92,3.91,21.1,91.80
8.9,0,0.22,13.42,3.49,24.4,98.40
7.8,0,0.18,14.29,2.88,25.6,88.40
8.9,0,0.20,13.83,3.00,25.6,85.90
7.8,0,0.14,14.22,3.87,26.1,85.90
8.9,0,0.12,14.16,3.14,25.6,91.60
8.9,0,0.10,14.58,3.28,21.7,94.40
7.8,0,0.22,13.10,2.68,24.4,93.30
7.8,0,0.38,3.45,3.38,24.4,97.50
8.9,0,0.23,14.50,3.62,23.3,86.20
7.8,0,0.17,14.89,4.30,21.1,91.60
7.8,0,0.16,14.96,3.00,22.2,85.60
10.0,0,0.75,1.88,3.04,26.7,93.00
7.8,0,0.79,4.06,2.35,24.4,93.50
9.4,0,0.60,14.53,1.80,25.6,91.00
10.6,0,0.48,6.40,3.09,27.2,88.20
9.4,0,0.27,15.14,3.54,25.6,94.40
10.0,0,0.26,15.18,3.98,25.6,93.80
8.9,0,0.43,15.00,3.18,23.3,88.70
7.8,0,0.57,8.84,4.57,21.1,86.70
7.8,0,0.51,13.42,4.13,20.6,98.90
6.7,0,0.44,5.15,3.83,21.1,96.10
5.6,0,0.31,15.40,4.42,17.8,87.60
3.3,0.1,0.20,16.60,3.42,17.8,89.90
2.2,0,0.24,16.24,3.68,16.7,94.10
4.4,0,0.34,6.78,4.61,18.9,99.20
5.6,0,0.37,7.75,4.95,20.0,85.90
6.7,0,0.47,9.79,3.94,17.8,82.50
7.8,0,0.73,6.15,4.53,20.0,85.00
10.0,0,0.87,0.85,4.06,21.1,81.90
11.1,0,0.66,6.30,3.58,22.2,89.90
10.0,0,0.69,1.88,5.46,20.0,81.60
11.1,0,0.62,6.33,3.03,21.1,80.50
7.8,0,0.59,8.47,3.98,17.8,81.60
7.8,0,0.53,3.97,5.65,20.0,81.10
6.7,0,0.33,16.03,4.40,21.1,88.70
6.7,0,0.37,11.42,3.69,22.2,87.90
5.6,0,0.77,2.75,3.37,22.2,81.10
6.7,0,0.43,16.34,3.16,21.1,83.90
6.7,0,0.48,16.11,4.20,22.8,92.70
6.7,0,0.58,8.25,4.74,22.2,79.60
6.7,0,0.77,2.33,2.83,20.0,80.50
7.8,0,0.53,7.09,2.64,22.2,85.00
6.7,7.6,0.37,18.92,3.29,24.4,83.00
6.7,0,0.36,18.83,3.40,25.0,82.50
5.6,0,0.32,15.34,3.59,21.1,82.80
8.9,0,0.33,9.09,3.78,20.0,87.00
6.7,0,0.21,19.26,4.57,20.0,77.40
3.3,0,0.23,19.52,3.73,16.7,74.50
5.6,0,0.42,14.65,3.67,21.1,77.70
7.8,0,0.63,10.57,3.59,22.2,80.20
4.4,0,0.50,5.67,4.44,20.0,80.50
3.3,0,0.26,17.21,4.03,8.9,77.40
4.4,0,0.20,16.91,5.38,15.6,79.90
5.6,0,0.36,11.61,4.62,12.2,79.40
6.1,0,0.40,6.03,4.71,18.3,79.60
7.8,5.5,0.30,19.91,3.28,22.2,81.30
5.6,0,0.25,19.31,4.18,17.8,79.90
6.7,0,0.25,18.27,4.72,21.1,79.10
4.4,1.6,0.37,11.98,2.57,21.1,81.10
5.6,0,0.50,15.50,3.56,20.0,82.80
7.8,0,0.38,19.22,3.28,20.0,81.30
5.6,0,0.37,21.59,3.88,22.2,80.50
6.7,0,0.35,21.79,3.25,20.0,71.70
7.8,0,0.34,21.70,3.57,18.9,76.50
8.9,0,0.29,21.65,4.23,21.1,76.80
8.9,0,0.25,21.28,4.66,17.8,77.10
7.8,0,0.21,20.77,5.15,18.9,85.00
8.9,0,0.46,16.55,5.37,15.6,108.00
10.0,0,0.53,5.57,4.91,21.1,81.60
11.1,0,0.26,21.02,4.69,16.7,110.00
11.1,0,0.81,2.31,3.90,17.8,82.80
8.9,0,0.40,17.23,4.09,20.0,83.30
11.1,2.7,0.35,12.90,4.49,24.4,81.10
11.1,0,0.22,23.65,4.33,23.3,89.00
10.0,0,0.30,19.45,4.37,22.2,102.00
7.8,0,0.18,23.81,5.61,14.4,149.70
7.8,8.3,0.22,19.84,6.08,21.1,118.50
8.9,12.8,0.15,23.44,5.19,17.8,121.90
11.1,0,0.14,24.71,4.40,21.1,117.90
7.8,0.3,0.18,22.33,4.92,17.8,110.50
